,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,AGREEMENT_RK,TARGET,PERSONAL_INCOME,CREDIT_AMOUNT,CLOSED,PROPERTY
5547,41,0,Высшее,Состою в браке,0,0,1,0,62390925,0,24000.0,1,0,1
5548,50,1,Среднее,Состою в браке,1,0,1,0,74845854,0,28000.0,2,1,1
5549,56,0,Среднее,Состою в браке,1,1,1,1,65211227,0,30000.0,1,0,1
5550,28,0,Высшее,Состою в браке,0,0,1,0,74475703,0,20000.0,1,0,1
5551,57,1,Среднее,Вдовец/Вдова,2,0,1,0,66776006,0,12000.0,2,1,0
5552,29,0,Среднее,Состою в браке,0,0,1,0,65243934,0,10000.0,1,1,1
5553,58,1,Среднее,Состою в браке,2,0,1,1,64911507,0,12500.0,1,1,0
5554,29,0,Среднее специальное,Не состоял в браке,0,0,1,0,61066177,0,24000.0,1,1,1
5555,28,1,Высшее,Состою в браке,2,2,1,0,65200040,0,9000.0,1,0,1
5556,39,1,Среднее специальное,Состою в браке,3,3,1,0,60099988,0,10000.0,1,0,0
5557,63,1,Среднее,Разведен(а),2,0,0,1,67230454,0,12000.0,2,1,0
5558,29,1,Высшее,Состою в браке,1,1,1,0,61931182,0,30000.0,2,1,0
5559,51,1,Среднее специальное,Состою в браке,0,0,1,0,61854194,0,15000.0,1,0,1
5560,53,1,Высшее,Состою в браке,1,0,1,0,61434998,0,10000.0,1,0,0
5561,34,1,Среднее,Разведен(а),1,1,1,0,61108151,0,8000.0,1,0,0
5562,27,0,Высшее,Не состоял в браке,0,0,1,0,74459992,0,15000.0,2,1,1
5563,57,1,Высшее,Не состоял в браке,0,0,1,1,66430792,0,13000.0,2,1,0
5564,58,1,Среднее,Вдовец/Вдова,2,0,0,1,74990434,0,7000.0,1,1,0
5565,41,0,Высшее,Состою в браке,1,1,1,0,74270424,1,20000.0,1,0,0
5566,48,1,Среднее специальное,Состою в браке,2,0,1,0,66711852,0,14500.0,2,1,0
5567,32,1,Среднее специальное,Состою в браке,1,1,1,0,61047386,0,18000.0,1,1,0
5568,43,1,Среднее специальное,Не состоял в браке,1,1,1,0,63899549,0,15000.0,1,0,1
5569,35,0,Среднее,Гражданский брак,3,3,1,0,67077442,0,13000.0,1,1,1
5570,38,1,Высшее,Не состоял в браке,1,1,1,0,62037065,0,20000.0,1,0,0
5571,45,0,Среднее,Состою в браке,3,0,1,0,61363357,0,6000.0,1,0,1
5572,59,1,Среднее специальное,Разведен(а),2,1,0,1,73835674,0,17500.0,1,0,0
5573,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,74658282,1,23000.0,1,1,0
5574,32,1,Среднее,Разведен(а),1,1,1,0,66767535,0,10000.0,3,1,1
5575,59,1,Неполное среднее,Не состоял в браке,0,0,0,1,66921468,0,7200.0,2,1,1
5576,58,1,Высшее,Разведен(а),0,0,1,1,61441877,0,7000.0,3,1,1
5577,26,0,Высшее,Не состоял в браке,0,0,1,0,60378225,0,6000.0,1,0,0
5578,45,0,Среднее специальное,Состою в браке,4,4,1,0,62030926,0,8000.0,1,0,1
5579,52,1,Среднее,Состою в браке,3,0,1,0,64471488,0,13500.0,1,0,1
5580,51,1,Высшее,Состою в браке,2,0,1,0,74826085,0,15000.0,1,0,1
5581,58,1,Среднее,Состою в браке,0,0,0,1,62370253,0,5800.0,1,0,0
5582,54,1,Среднее специальное,Вдовец/Вдова,1,0,1,0,64829237,0,18000.0,1,0,0
5583,23,0,Среднее специальное,Не состоял в браке,0,0,1,0,63334803,0,25000.0,1,0,1
5584,38,0,Среднее,Состою в браке,1,1,1,0,66908162,0,50000.0,2,1,0
5585,34,0,Среднее специальное,Состою в браке,2,2,1,0,59925055,0,6000.0,2,1,0
5586,54,1,Среднее специальное,Не состоял в браке,0,0,1,0,74469330,0,29000.0,1,1,0
5587,32,1,Неполное среднее,Состою в браке,1,1,1,0,61351152,1,12000.0,1,0,0
5588,34,0,Среднее специальное,Состою в браке,2,2,1,0,64827570,1,15000.0,1,0,1
5589,39,0,Среднее специальное,Состою в браке,2,2,1,0,59934364,1,32000.0,1,1,1
5590,22,1,Среднее специальное,Состою в браке,2,2,1,0,66201980,0,10000.0,1,0,0
5591,23,1,Высшее,Не состоял в браке,0,0,1,0,66089284,0,11000.0,1,1,0
5592,58,0,Высшее,Состою в браке,0,0,1,0,60531028,0,50000.0,1,1,1
5593,30,1,Среднее,Разведен(а),1,1,1,0,66077263,0,45000.0,1,1,1
5594,30,0,Среднее специальное,Состою в браке,1,1,1,0,62090873,0,18000.0,1,0,0
5595,62,0,Среднее,Состою в браке,0,0,1,1,73836002,0,13000.0,2,0,0
5596,26,0,Среднее специальное,Не состоял в браке,0,0,1,0,59913108,1,18000.0,2,0,0
5597,42,0,Среднее специальное,Состою в браке,0,0,1,0,65210755,0,10000.0,1,0,1
5598,28,1,Среднее специальное,Не состоял в браке,0,0,1,0,60117831,0,8000.0,1,0,1
5599,37,0,Среднее,Состою в браке,2,2,1,0,61436245,0,20000.0,2,1,0
5600,55,0,Среднее,Состою в браке,1,0,1,0,62368851,0,6000.0,1,0,0
5601,54,1,Среднее специальное,Разведен(а),0,0,0,1,61382985,0,13000.0,1,0,1
5602,43,1,Среднее специальное,Состою в браке,1,0,1,0,64849495,0,16000.0,1,0,1
5603,49,0,Среднее специальное,Состою в браке,2,1,1,0,67444057,0,14000.0,1,0,0
5604,42,0,Среднее специальное,Состою в браке,2,1,1,0,61123710,0,13000.0,1,1,0
5605,54,0,Среднее,Состою в браке,2,1,1,1,74842117,1,30000.0,2,1,1
5606,53,1,Среднее специальное,Не состоял в браке,2,0,1,1,61234818,0,10000.0,1,0,0
5607,29,0,Высшее,Состою в браке,0,0,1,0,62803875,1,30000.0,1,0,1
5608,27,0,Среднее,Не состоял в браке,0,0,1,0,67536040,0,20000.0,5,1,1
5609,35,1,Высшее,Не состоял в браке,0,0,1,0,67537523,0,23000.0,3,1,0
5610,27,0,Среднее специальное,Состою в браке,1,1,1,0,60448700,0,20000.0,1,0,0
5611,56,1,Среднее специальное,Состою в браке,2,0,1,0,67332035,0,12500.0,1,0,0
5612,42,0,Высшее,Состою в браке,2,1,0,1,61052492,0,8000.0,1,1,0
5613,32,0,Среднее специальное,Состою в браке,1,1,1,0,62481617,0,13000.0,1,1,1
5614,59,0,Высшее,Состою в браке,0,0,1,1,66919737,0,18000.0,2,0,1
5615,35,1,Среднее специальное,Состою в браке,0,0,1,0,74465508,0,15000.0,1,0,1
5616,58,1,Неполное среднее,Разведен(а),1,0,0,1,67208818,0,8000.0,3,0,0
5617,50,1,Среднее,Не состоял в браке,1,1,1,0,61370712,0,16000.0,1,0,1
5618,64,1,Среднее,Состою в браке,0,0,0,1,61461484,0,6000.0,2,1,1
5619,31,1,Среднее специальное,Состою в браке,2,2,1,0,60186329,1,10000.0,1,0,0
5620,57,0,Среднее специальное,Состою в браке,0,0,1,0,60089254,0,10000.0,1,0,0
5621,34,0,Среднее специальное,Не состоял в браке,1,1,1,0,63632789,0,20000.0,1,1,0
5622,46,1,Высшее,Состою в браке,0,0,1,0,60044131,1,10000.0,1,1,0
5623,30,0,Среднее,Не состоял в браке,0,0,1,0,66857544,0,20000.0,3,1,1
5624,47,1,Среднее,Состою в браке,1,0,1,0,61061205,0,7000.0,1,1,0
5625,54,1,Среднее,Вдовец/Вдова,2,0,1,0,61144563,0,12000.0,1,0,1
5626,51,1,Среднее специальное,Не состоял в браке,0,0,1,0,61079025,0,10000.0,1,1,0
5627,35,1,Высшее,Состою в браке,1,1,1,0,61251500,0,6700.0,1,0,0
5628,25,1,Высшее,Не состоял в браке,0,0,1,0,74468557,0,15000.0,1,1,1
5629,34,1,Среднее специальное,Состою в браке,1,1,1,0,61067714,0,12000.0,1,1,1
5630,34,0,Среднее специальное,Не состоял в браке,0,0,1,0,64446267,0,10000.0,1,0,0
5631,28,1,Высшее,Гражданский брак,0,0,1,0,63891909,0,17000.0,2,0,0
5632,51,1,Среднее специальное,Состою в браке,3,1,1,1,63908879,0,15000.0,1,0,0
5633,57,1,Среднее специальное,Не состоял в браке,4,0,0,1,64373896,0,6000.0,1,0,0
5634,52,1,Среднее специальное,Разведен(а),2,0,1,0,61114138,0,12000.0,1,0,1
5635,29,1,Среднее специальное,Состою в браке,2,2,1,0,63997606,0,9000.0,1,1,1
5636,39,0,Среднее,Состою в браке,2,2,1,0,67159605,0,12000.0,3,1,1
5637,45,0,Высшее,Состою в браке,1,1,1,0,74487057,0,30000.0,2,1,0
5638,26,0,Среднее,Состою в браке,0,1,1,0,64445510,1,40000.0,1,0,0
5639,47,1,Среднее специальное,Состою в браке,1,1,1,0,61359948,0,16000.0,1,0,0
5640,45,0,Среднее специальное,Состою в браке,1,1,1,0,61857486,0,10000.0,1,0,1
5641,30,1,Среднее специальное,Состою в браке,2,2,1,0,61522027,0,12000.0,1,0,0
5642,35,0,Среднее,Состою в браке,2,2,1,0,62615815,0,20000.0,1,0,1
5643,42,0,Среднее,Состою в браке,2,2,1,0,65417475,0,12000.0,2,1,1
5644,35,1,Среднее специальное,Состою в браке,1,1,1,0,74840612,1,14000.0,1,0,1
5645,35,1,Среднее специальное,Состою в браке,4,4,1,0,66746956,1,6500.0,1,1,0
5646,29,1,Среднее специальное,Состою в браке,1,1,1,0,59921625,0,11000.0,1,1,1
5647,34,1,Среднее,Не состоял в браке,0,0,1,0,74955650,0,17000.0,4,0,0
5648,53,1,Среднее,Состою в браке,2,0,0,1,61157998,0,9000.0,1,0,0
5649,24,0,Среднее специальное,Не состоял в браке,0,0,1,0,74476001,0,18000.0,1,1,1
5650,34,1,Неоконченное высшее,Состою в браке,2,2,1,0,61289271,0,7000.0,1,1,0
5651,51,1,Среднее специальное,Состою в браке,3,2,1,1,74844732,0,14000.0,1,0,0
5652,34,0,Высшее,Разведен(а),0,0,1,0,64338523,0,15000.0,1,0,0
5653,30,1,Среднее специальное,Не состоял в браке,1,0,1,0,62144758,0,40000.0,1,0,1
5654,33,1,Среднее специальное,Состою в браке,3,3,1,0,61975302,1,17000.0,1,0,1
5655,39,1,Среднее специальное,Состою в браке,1,0,1,0,63892373,0,12000.0,1,0,0
5656,49,0,Среднее,Состою в браке,0,0,1,0,63324632,0,9000.0,1,0,0
5657,59,1,Среднее,Вдовец/Вдова,3,0,1,0,62498502,0,8000.0,1,1,0
5658,41,0,Среднее специальное,Состою в браке,2,2,1,0,62995555,0,35000.0,1,0,1
5659,30,1,Высшее,Состою в браке,1,1,1,0,74522414,1,15000.0,2,1,0
5660,30,0,Высшее,Не состоял в браке,0,0,1,0,67425148,0,10000.0,1,0,0
5661,33,1,Среднее специальное,Состою в браке,0,0,1,0,75027382,0,20000.0,2,0,0
5662,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,60455731,0,10000.0,1,1,0
5663,22,1,Высшее,Не состоял в браке,0,0,1,0,65496484,0,30000.0,1,1,1
5664,34,1,Среднее специальное,Состою в браке,1,1,1,0,60107242,1,11000.0,1,0,1
5665,46,1,Среднее,Состою в браке,2,0,1,0,66899190,0,18000.0,3,1,1
5666,32,1,Высшее,Разведен(а),1,1,1,0,61045353,0,12000.0,1,1,1
5667,52,1,Среднее специальное,Разведен(а),2,0,1,1,66832729,0,15000.0,1,1,0
5668,25,1,Высшее,Состою в браке,0,0,1,0,67534299,0,9000.0,1,0,0
5669,44,1,Высшее,Состою в браке,2,1,1,0,60391981,0,15000.0,1,0,0
5670,33,1,Среднее специальное,Состою в браке,2,2,1,0,62992355,0,15000.0,1,0,1
5671,22,0,Неоконченное высшее,Не состоял в браке,0,0,1,0,73823177,0,15000.0,1,0,0
5672,43,1,Среднее специальное,Состою в браке,3,3,1,0,64444908,0,8000.0,1,1,0
5673,24,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,67149254,0,10000.0,1,1,0
5674,27,1,Высшее,Разведен(а),0,0,1,0,74188230,0,7000.0,1,1,0
5675,41,0,Среднее специальное,Состою в браке,2,2,1,0,64848619,0,15000.0,1,0,0
5676,57,1,Среднее специальное,Состою в браке,1,0,1,1,61932947,0,23000.0,1,1,0
5677,49,0,Среднее,Состою в браке,1,1,1,0,67549060,0,15000.0,1,1,1
5678,60,1,Высшее,Не состоял в браке,0,0,1,0,74169882,0,15000.0,1,1,1
5679,32,1,Среднее,Состою в браке,3,3,1,0,59910230,0,12000.0,1,1,0
5680,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,62023840,1,15000.0,1,0,0
5681,29,0,Среднее специальное,Состою в браке,0,0,1,0,62029612,0,20000.0,2,0,1
5682,30,0,Среднее специальное,Состою в браке,1,1,1,0,64830843,0,20000.0,1,0,1
5683,28,1,Среднее,Состою в браке,0,0,1,0,66780157,0,7000.0,5,1,1
5684,48,1,Среднее специальное,Состою в браке,0,0,1,0,60446145,0,6000.0,1,0,0
5685,41,1,Среднее,Не состоял в браке,0,1,1,0,67026033,0,20000.0,3,1,1
5686,56,1,Среднее специальное,Вдовец/Вдова,1,0,1,0,66972533,0,8000.0,1,0,1
5687,44,1,Среднее специальное,Состою в браке,0,0,1,0,60389806,0,14000.0,1,0,1
5688,25,0,Среднее специальное,Разведен(а),0,0,1,0,64828725,0,35000.0,1,0,1
5689,58,1,Среднее,Состою в браке,2,0,1,1,67166643,0,13000.0,4,1,0
5690,33,0,Среднее специальное,Состою в браке,2,2,1,0,61228831,0,17000.0,1,0,0
5691,44,1,Среднее,Не состоял в браке,0,0,0,1,67155246,0,11000.0,2,1,1
5692,35,0,Высшее,Состою в браке,1,1,1,0,62440698,0,15000.0,1,0,1
5693,38,1,Высшее,Состою в браке,0,0,1,0,64826641,0,9000.0,1,0,0
5694,50,1,Высшее,Разведен(а),0,0,1,0,60464295,0,10000.0,1,0,0
5695,28,1,Среднее специальное,Состою в браке,0,0,1,0,66853076,0,16000.0,1,1,0
5696,45,1,Среднее,Вдовец/Вдова,2,0,1,0,66766723,0,13000.0,3,1,1
5697,58,1,Среднее специальное,Разведен(а),1,0,0,1,67413932,0,7500.0,1,0,1
5698,54,0,Среднее,Не состоял в браке,0,0,1,0,66902186,0,10000.0,1,0,1
5699,32,0,Среднее,Не состоял в браке,0,0,1,0,64838555,0,16000.0,1,0,0
5700,29,1,Среднее,Состою в браке,1,1,1,0,66427892,0,9000.0,3,1,0
5701,34,0,Среднее специальное,Состою в браке,1,1,1,0,66972586,0,7000.0,1,0,0
5702,34,0,Среднее специальное,Состою в браке,1,1,1,0,61242271,0,17000.0,1,0,0
5703,39,1,Среднее специальное,Состою в браке,2,2,1,0,60116666,0,12000.0,1,0,0
5704,38,1,Высшее,Состою в браке,0,1,1,0,66848839,0,25000.0,2,1,1
5705,59,0,Высшее,Состою в браке,1,0,1,0,65201631,0,75000.0,1,0,0
5706,46,0,Среднее специальное,Состою в браке,2,2,1,0,62993722,0,6000.0,1,0,0
5707,27,1,Среднее,Состою в браке,2,2,1,0,64842120,0,12000.0,1,0,1
5708,29,1,Среднее специальное,Состою в браке,2,2,1,0,66198417,0,8000.0,1,0,1
5709,36,0,Среднее,Состою в браке,1,0,1,0,62624960,0,50000.0,1,1,0
5710,38,1,Высшее,Состою в браке,2,2,1,0,63913698,0,20000.0,1,1,1
5711,30,1,Высшее,Состою в браке,2,2,1,0,75275714,0,5500.0,2,0,0
5712,45,0,Среднее,Состою в браке,2,0,1,0,62779929,0,15000.0,1,0,1
5713,26,1,Среднее специальное,Состою в браке,1,1,1,0,65498213,0,12000.0,1,1,0
5714,54,1,Среднее специальное,Состою в браке,1,0,1,0,73844260,0,9000.0,1,0,0
5715,53,1,Среднее,Разведен(а),2,0,1,0,64596988,0,10000.0,1,1,0
5716,48,1,Среднее специальное,Не состоял в браке,2,0,1,0,67439991,0,13000.0,1,1,1
5717,54,1,Среднее специальное,Состою в браке,1,0,0,1,62176259,0,6000.0,1,0,0
5718,22,0,Среднее,Не состоял в браке,0,0,1,0,63591005,1,9000.0,1,0,1
5719,28,1,Высшее,Не состоял в браке,0,0,1,0,62032444,1,25000.0,1,0,1
5720,43,1,Среднее,Разведен(а),1,1,1,0,67209506,0,10200.0,2,0,0
5721,29,1,Среднее,Состою в браке,2,2,1,0,60472309,1,5100.0,1,1,0
5722,39,1,Среднее,Разведен(а),1,1,1,0,67282928,0,11000.0,2,1,1
5723,41,1,Среднее специальное,Не состоял в браке,0,0,1,0,59968371,0,8000.0,1,0,0
5724,33,1,Среднее специальное,Не состоял в браке,0,0,1,0,62127071,0,9000.0,1,0,0
5725,49,1,Среднее специальное,Состою в браке,2,0,1,0,62596474,0,13000.0,1,0,1
5726,54,1,Среднее специальное,Не состоял в браке,0,0,1,0,60457505,0,22000.0,1,0,0
5727,53,1,Среднее специальное,Состою в браке,2,0,1,0,61366543,0,15000.0,2,0,1
5728,49,1,Высшее,Не состоял в браке,0,0,1,0,61963605,0,15000.0,1,1,0
5729,37,1,Среднее,Состою в браке,3,3,1,0,74548401,0,11500.0,3,1,0
5730,31,0,Среднее специальное,Не состоял в браке,0,0,1,0,62426642,0,25000.0,1,0,1
5731,25,1,Среднее специальное,Разведен(а),1,1,1,0,65497803,0,15000.0,1,1,0
5732,23,1,Среднее,Не состоял в браке,2,2,1,0,59928049,0,8000.0,1,1,0
5733,36,0,Среднее специальное,Разведен(а),2,2,1,0,61531312,0,12000.0,1,0,0
5734,38,1,Высшее,Состою в браке,2,2,1,0,61366140,0,7000.0,2,1,0
5735,45,1,Неоконченное высшее,Не состоял в браке,2,1,1,0,62495607,0,17000.0,1,1,0
5736,31,1,Высшее,Не состоял в браке,0,0,1,0,61140399,0,19000.0,1,0,1
5737,66,1,Высшее,Состою в браке,2,0,1,1,61040426,0,12000.0,1,1,0
5738,34,1,Среднее,Не состоял в браке,2,2,0,1,64352271,0,20000.0,1,0,0
5739,61,1,Высшее,Состою в браке,0,0,1,1,62510658,0,30000.0,1,1,1
5740,37,0,Среднее,Состою в браке,1,1,1,0,73830717,0,9000.0,2,0,1
5741,39,0,Высшее,Состою в браке,2,2,1,0,59924146,0,27000.0,1,1,0
5742,30,1,Среднее специальное,Состою в браке,1,1,1,0,60053429,0,24000.0,1,1,0
5743,41,1,Среднее специальное,Состою в браке,2,2,1,0,60110680,0,8000.0,1,0,1
5744,22,1,Высшее,Не состоял в браке,0,0,1,0,63595679,0,15000.0,1,0,1
5745,26,1,Среднее специальное,Не состоял в браке,0,0,1,0,63592885,0,9000.0,1,0,0
5746,31,0,Среднее специальное,Состою в браке,2,2,1,0,64845490,0,24000.0,1,0,1
5747,30,1,Среднее,Состою в браке,2,2,1,0,61379164,0,5700.0,1,0,0
5748,58,1,Среднее специальное,Не состоял в браке,0,0,1,1,61369027,0,13000.0,1,0,0
5749,48,0,Высшее,Состою в браке,1,1,1,0,63894983,0,24000.0,1,0,1
5750,26,1,Высшее,Состою в браке,1,1,1,0,65492845,0,10000.0,1,1,0
5751,50,1,Среднее,Не состоял в браке,0,0,1,0,66847332,0,9000.0,2,1,1
5752,24,1,Среднее специальное,Состою в браке,0,0,1,0,65486994,0,10000.0,1,1,1
5753,38,1,Среднее,Состою в браке,1,0,1,0,66673511,0,15000.0,3,1,0
5754,32,1,Высшее,Состою в браке,0,0,1,0,62023475,0,15000.0,1,0,0
5755,42,0,Среднее,Состою в браке,1,1,1,0,63990449,0,22000.0,1,1,0
5756,43,1,Неоконченное высшее,Состою в браке,2,2,1,0,74841541,0,35000.0,1,0,0
5757,48,1,Среднее,Состою в браке,1,0,1,0,75287940,0,6000.0,1,1,1
5758,42,1,Высшее,Не состоял в браке,0,0,1,0,61066271,0,20000.0,1,1,1
5759,25,0,Неоконченное высшее,Состою в браке,1,1,1,0,67313303,0,12000.0,2,1,1
5760,33,1,Среднее,Состою в браке,1,1,1,0,66978433,1,12000.0,1,0,1
5761,31,0,Среднее,Не состоял в браке,0,0,1,0,66846254,0,18000.0,3,1,1
5762,42,0,Среднее,Состою в браке,2,1,1,0,74521427,0,11000.0,1,1,0
5763,29,0,Среднее,Состою в браке,1,1,1,0,61301529,1,18000.0,1,0,0
5764,31,0,Среднее специальное,Разведен(а),1,1,1,0,75209601,0,15000.0,1,0,1
5765,25,1,Среднее специальное,Не состоял в браке,0,0,1,0,66088927,0,13000.0,1,1,0
5766,32,0,Высшее,Состою в браке,2,2,1,0,65199778,0,15000.0,1,0,0
5767,29,0,Среднее,Гражданский брак,0,0,1,0,59911784,0,12000.0,2,1,1
5768,50,1,Среднее,Состою в браке,0,0,1,0,67204438,0,12000.0,4,1,0
5769,47,0,Среднее,Состою в браке,0,0,1,0,61455095,0,20000.0,2,1,1
5770,25,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,65401027,0,17000.0,1,1,1
5771,43,0,Среднее специальное,Состою в браке,1,1,1,0,60091740,0,23000.0,1,0,0
5772,32,1,Среднее,Состою в браке,1,1,1,0,66853514,1,8000.0,3,1,1
5773,61,1,Среднее,Состою в браке,4,0,1,1,61435943,0,8000.0,1,0,0
5774,23,0,Неоконченное высшее,Не состоял в браке,0,0,1,0,65248615,0,12000.0,1,1,1
5775,42,1,Высшее,Состою в браке,2,1,1,0,63636646,0,23000.0,1,1,0
5776,54,1,Среднее,Состою в браке,0,1,1,0,61933905,0,5500.0,2,0,0
5777,26,0,Среднее специальное,Состою в браке,1,1,1,0,64598233,0,15000.0,1,1,1
5778,45,1,Среднее,Вдовец/Вдова,2,1,1,0,60447497,0,11000.0,1,0,0
5779,23,0,Среднее специальное,Не состоял в браке,0,0,1,0,64596533,0,10000.0,1,1,1
5780,58,1,Среднее,Вдовец/Вдова,2,0,1,1,61526453,0,8000.0,1,0,0
5781,47,1,Высшее,Состою в браке,2,2,1,0,65204462,0,15000.0,1,0,0
5782,61,1,Среднее специальное,Вдовец/Вдова,0,0,0,1,75288922,0,11000.0,1,0,1
5783,31,1,Среднее специальное,Состою в браке,2,2,1,0,64420593,0,15000.0,1,0,1
5784,48,1,Среднее,Состою в браке,2,0,1,0,62992057,0,7000.0,1,0,0
5785,40,0,Среднее специальное,Состою в браке,3,0,1,0,75021733,0,15000.0,1,1,1
5786,53,1,Среднее специальное,Состою в браке,1,0,1,1,61848926,0,16000.0,1,1,0
5787,36,0,Среднее,Состою в браке,0,0,1,0,62436126,0,8500.0,1,0,0
5788,48,1,Среднее,Не состоял в браке,0,0,1,0,62379103,0,13000.0,1,0,0
5789,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,62431747,0,25000.0,1,0,0
5790,43,1,Среднее специальное,Состою в браке,0,0,1,0,67335784,0,7600.0,1,0,0
5791,51,1,Неполное среднее,Состою в браке,5,0,0,1,64440791,0,6000.0,1,0,0
5792,29,1,Высшее,Состою в браке,2,1,1,0,67223653,0,12000.0,2,1,0
5793,49,0,Среднее специальное,Состою в браке,0,0,1,0,64893004,0,15000.0,1,1,1
5794,22,1,Среднее,Разведен(а),0,0,1,0,67530985,1,20000.0,2,1,1
5795,24,0,Среднее специальное,Состою в браке,1,1,1,0,65207143,0,12000.0,1,0,0
5796,35,1,Высшее,Не состоял в браке,1,1,1,0,64448567,0,18000.0,1,0,0
5797,52,1,Среднее специальное,Состою в браке,2,0,1,0,61061679,0,8500.0,1,1,0
5798,61,1,Неполное среднее,Состою в браке,3,0,0,1,62626175,0,7800.0,1,0,0
5799,45,1,Среднее специальное,Не состоял в браке,0,0,1,0,66710890,0,15000.0,2,1,0
5800,22,0,Среднее специальное,Состою в браке,1,2,1,0,63371070,0,16000.0,1,0,1
5801,61,1,Среднее специальное,Не состоял в браке,0,0,1,1,61357871,0,15000.0,1,0,1
5802,51,0,Среднее специальное,Состою в браке,0,0,1,0,61972056,0,15000.0,1,0,1
5803,32,1,Среднее специальное,Состою в браке,2,1,1,0,61844329,0,14000.0,1,0,0
5804,42,0,Среднее,Не состоял в браке,2,2,1,0,64837823,0,9500.0,1,0,1
5805,39,1,Среднее специальное,Состою в браке,1,1,1,0,62439137,0,13000.0,1,0,0
5806,48,0,Среднее специальное,Состою в браке,0,0,1,0,62608585,0,15000.0,1,0,0
5807,58,0,Высшее,Состою в браке,3,0,1,0,63636338,0,10000.0,1,1,0
5808,32,1,Среднее,Состою в браке,2,2,1,0,66899596,0,7000.0,1,0,1
5809,49,0,Среднее специальное,Состою в браке,1,0,1,0,60531647,0,25000.0,1,1,1
5810,34,0,Среднее специальное,Не состоял в браке,0,0,1,0,61050338,0,15000.0,1,1,0
5811,35,1,Среднее,Состою в браке,1,1,1,0,61456230,0,12000.0,2,1,0
5812,52,1,Среднее специальное,Состою в браке,0,0,1,0,60389739,0,24000.0,1,0,0
5813,44,0,Высшее,Состою в браке,0,0,1,0,61146836,0,6500.0,1,0,0
5814,43,0,Среднее специальное,Состою в браке,1,1,1,0,67445975,0,23000.0,2,0,0
5815,35,0,Среднее,Состою в браке,4,4,1,0,61459999,0,9000.0,3,1,1
5816,38,1,Среднее специальное,Состою в браке,2,2,1,0,64439291,1,10000.0,2,0,0
5817,43,0,Среднее специальное,Состою в браке,0,0,1,0,63321848,0,25000.0,1,0,0
5818,63,1,Среднее специальное,Состою в браке,2,0,0,1,67337329,0,12000.0,1,0,0
5819,53,1,Среднее,Состою в браке,3,0,1,1,62591550,0,20000.0,1,0,1
5820,51,1,Среднее специальное,Вдовец/Вдова,3,0,1,0,63998458,0,10000.0,1,0,0
5821,41,1,Среднее,Не состоял в браке,2,1,1,0,67536278,0,25000.0,2,1,1
5822,35,0,Среднее,Не состоял в браке,0,0,1,0,61167082,0,30000.0,1,0,0
5823,24,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,65402642,0,10000.0,2,1,0
5824,61,1,Среднее,Вдовец/Вдова,2,0,1,1,61100076,0,10000.0,1,1,0
5825,44,0,Среднее специальное,Состою в браке,1,0,1,0,63891443,0,25000.0,1,0,1
5826,56,1,Среднее,Состою в браке,1,0,1,0,63632621,0,23000.0,1,1,1
5827,55,1,Среднее специальное,Не состоял в браке,2,1,1,0,74664920,0,6500.0,1,1,0
5828,56,1,Среднее,Состою в браке,2,0,1,0,61082909,0,9000.0,1,1,0
5829,40,1,Среднее специальное,Состою в браке,2,2,1,0,64588299,0,8000.0,2,0,0
5830,31,1,Среднее,Не состоял в браке,0,0,1,0,65482322,0,10000.0,1,1,0
5831,49,1,Высшее,Состою в браке,1,1,1,0,61247546,0,12000.0,1,0,1
5832,36,0,Среднее специальное,Состою в браке,1,1,1,1,64446836,0,22000.0,1,0,1
5833,31,1,Среднее,Гражданский брак,2,2,1,0,61519124,0,9000.0,1,0,1
5834,30,1,Среднее специальное,Состою в браке,1,1,1,0,62129542,0,15000.0,1,0,0
5835,38,0,Среднее,Состою в браке,1,1,1,1,64001532,0,16000.0,1,0,0
5836,48,1,Среднее специальное,Состою в браке,2,0,1,0,64366076,0,15000.0,1,0,0
5837,51,1,Среднее специальное,Состою в браке,0,0,1,0,62137033,1,6000.0,1,0,0
5838,38,1,Среднее,Не состоял в браке,2,2,1,0,67215123,0,13500.0,1,0,1
5839,27,1,Среднее,Состою в браке,1,1,1,0,64595895,0,8000.0,1,1,0
5840,54,1,Среднее специальное,Не состоял в браке,2,0,0,1,62775998,1,27000.0,1,0,1
5841,33,1,Среднее,Не состоял в браке,1,1,1,0,74827226,0,20000.0,2,1,1
5842,61,0,Среднее специальное,Состою в браке,4,0,1,0,60106539,0,10000.0,1,1,1
5843,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,61382741,0,10000.0,1,0,0
5844,57,1,Среднее специальное,Вдовец/Вдова,2,0,0,1,66740791,0,7500.0,1,1,0
5845,31,1,Высшее,Состою в браке,1,1,1,0,61520384,0,15000.0,1,1,1
